post no,text,cleaned_text,likes,comments,sender,time,url,language
2024.0,"#2024
ভার্সিটিতে চান্স না পাওয়া বন্ধু বাপের দোকানে বসেছে।মাসে ৩০-৪০হাজার আয় চলেই আসে।যতবার ছুটিতে বাড়ি যাই,বন্ধু বারবার বলতেই থাকে তোর তো লাইফ সেট।ইঞ্জিনিয়ার হবি,টাকা আর টাকা।বন্ধুকে কি করে বোঝাই- বাজারে চাকরি নাই।কুয়েট পাশ করেও অধিকাংশ অ্যালামনাইরা দালালি করেই খায়।বন্ধুর চেয়ে আমার ভবিষ্যৎ আরো অনিশ্চিত!! 

~anonymous","ভার্সিটিতে চান্স না পাওয়া বন্ধু বাপের দোকানে বসেছে।মাসে ৩০-৪০হাজার আয় চলেই আসে।যতবার ছুটিতে বাড়ি যাই,বন্ধু বারবার বলতেই থাকে তোর তো লাইফ সেট।ইঞ্জিনিয়ার হবি,টাকা আর টাকা।বন্ধুকে কি করে বোঝাই- বাজারে চাকরি নাই।কুয়েট পাশ করেও অধিকাংশ অ্যালামনাইরা দালালি করেই খায়।বন্ধুর চেয়ে আমার ভবিষ্যৎ আরো অনিশ্চিত!!  ",187,0.0,anonymous,2025-04-22 15:21:39,https://www.facebook.com/61554694872000/posts/122223006860156495,Bangla
2022.0,"#2022
আমি আসলে মারাত্মক frustrated , মানে বাসায় না আম্মু আব্বু বুঝতেসে এদিকে তো KUET প্রশাসন পুরাই নাকে তেল দিয়ে ঘুমাইতেসে।।।। I mean তারা কি কোনো আকাশকুসুম স্বপ্নে আছে? যে আমাদের ভাই রা অনশন এ যাবে আর কিছুদিন পর তারা মারা গেলে আমরা ঢেঙ ঢেঙ্গ  করে ক্লাস করতে যাবো এই ভিসি(ক্লাউন ভিসি )মাসুদ এর আন্ডারে??? না আমি আর নিতে পারতেসি না । কী চায় মাসুদ স্যার? উনি একলা ক্ষমতায় থাকুক তাইলে আর আমাদের কুয়েট শাটডাউন দিয়ে দেক, শেষ করে দিক আমাদের ইঞ্জিনিয়ারিং ডিগ্রি এইখানে। না যেহেতু আমরা বুয়েট থেকে বড় ( এমন আহাম্মক খোদাই বানাইসে নিদর্শন হিসেবে) এট্টুক ইঞ্জিনিয়ারিং ডিগ্রি এনাফ চাকরি পাওয়ার জন্যে । আমি জানি না এই সমস্যার সমাধান আদৌ হবে কিনা , কিন্তু আমি জানি এই ভিসি থাকলে আমরা স্টুডেন্ট নাই ।।। ভিসি মাসুদ স্যার আপনি গদিতে থাকেন , আমাদের কে আপনার লাগবে না , আপনি আপনার গিদি নিয়ে জান্নাতে জাইয়েন । 

~anonymous","আমি আসলে মারাত্মক frustrated , মানে বাসায় না আম্মু আব্বু বুঝতেসে এদিকে তো KUET প্রশাসন পুরাই নাকে তেল দিয়ে ঘুমাইতেসে।।।। I mean তারা কি কোনো আকাশকুসুম স্বপ্নে আছে? যে আমাদের ভাই রা অনশন এ যাবে আর কিছুদিন পর তারা মারা গেলে আমরা ঢেঙ ঢেঙ্গ  করে ক্লাস করতে যাবো এই ভিসি(ক্লাউন ভিসি )মাসুদ এর আন্ডারে??? না আমি আর নিতে পারতেসি না । কী চায় মাসুদ স্যার? উনি একলা ক্ষমতায় থাকুক তাইলে আর আমাদের কুয়েট শাটডাউন দিয়ে দেক, শেষ করে দিক আমাদের ইঞ্জিনিয়ারিং ডিগ্রি এইখানে। না যেহেতু আমরা বুয়েট থেকে বড় ( এমন আহাম্মক খোদাই বানাইসে নিদর্শন হিসেবে) এট্টুক ইঞ্জিনিয়ারিং ডিগ্রি এনাফ চাকরি পাওয়ার জন্যে । আমি জানি না এই সমস্যার সমাধান আদৌ হবে কিনা , কিন্তু আমি জানি এই ভিসি থাকলে আমরা স্টুডেন্ট নাই ।।। ভিসি মাসুদ স্যার আপনি গদিতে থাকেন , আমাদের কে আপনার লাগবে না , আপনি আপনার গিদি নিয়ে জান্নাতে জাইয়েন ।  ",126,0.0,anonymous,2025-04-22 15:10:41,https://www.facebook.com/61554694872000/posts/122223004220156495,Bangla
2021.0,"#2021
জানিনা কথাগুলো কতটা গুছিয়ে লিখতে পারব।আমাদের কুয়েট,যার ট্যাগ আমরা দম্ভভরে গায়ে লাগিয়ে ঘুরি বর্তমানে বিশাল ক্রাইসিস পিরিয়ডের মধ্য দিয়ে  যাচ্ছে।তারপরও দেখলে অবাক হই কিছু কুয়েটিয়ান তাদের বৃষ্টিবিলাসের ছবি,পহেলা বৈশাখ উদযাপনের ছবি স্টোরি দিচ্ছে, পোস্ট করছে যেখানে পহেলা বৈশাখের আগের দিন রাতে আমাদেরই বড়ভাইয়েরা খোলা আকাশের নিচে রাত কাটিয়েছেন।আমি জানি, মানুষের পারসোনাল স্পেসে হাত দেয়ার কোনো এখতিয়ার আমার নেই। তারপরও বলছি তারা কি এতটাই নির্বোধ যে নিজেদের ক্যাম্পাসের এমন খারাপ সময়ে  নিজেদের সুন্দর মুহূর্তগুলো শেয়ার করা থেকে একটু সংযত থাকতে পারছে না।

আজকে এক বড়ভাইয়ের কান্না দেখে নিজের ওপরও ভীষণ রাগ হচ্ছে। সবসময় নির্ভেজাল থাকতে চাই তো তাই স্বার্থপরের মতন তাদের পাশে দাঁড়াতে পারলাম নাহ্,বসে বসে শুধু পোস্টগুলোতে রিয়েক্ট দিচ্ছি।মনে হচ্ছে যেন নিজেই নিজের সাথে প্রতারণা করছি।
 
~Anonymous","জানিনা কথাগুলো কতটা গুছিয়ে লিখতে পারব।আমাদের কুয়েট,যার ট্যাগ আমরা দম্ভভরে গায়ে লাগিয়ে ঘুরি বর্তমানে বিশাল ক্রাইসিস পিরিয়ডের মধ্য দিয়ে  যাচ্ছে।তারপরও দেখলে অবাক হই কিছু কুয়েটিয়ান তাদের বৃষ্টিবিলাসের ছবি,পহেলা বৈশাখ উদযাপনের ছবি স্টোরি দিচ্ছে, পোস্ট করছে যেখানে পহেলা বৈশাখের আগের দিন রাতে আমাদেরই বড়ভাইয়েরা খোলা আকাশের নিচে রাত কাটিয়েছেন।আমি জানি, মানুষের পারসোনাল স্পেসে হাত দেয়ার কোনো এখতিয়ার আমার নেই। তারপরও বলছি তারা কি এতটাই নির্বোধ যে নিজেদের ক্যাম্পাসের এমন খারাপ সময়ে  নিজেদের সুন্দর মুহূর্তগুলো শেয়ার করা থেকে একটু সংযত থাকতে পারছে না।  আজকে এক বড়ভাইয়ের কান্না দেখে নিজের ওপরও ভীষণ রাগ হচ্ছে। সবসময় নির্ভেজাল থাকতে চাই তো তাই স্বার্থপরের মতন তাদের পাশে দাঁড়াতে পারলাম নাহ্,বসে বসে শুধু পোস্টগুলোতে রিয়েক্ট দিচ্ছি।মনে হচ্ছে যেন নিজেই নিজের সাথে প্রতারণা করছি।  ",160,1.0,Anonymous,2025-04-22 15:10:06,https://www.facebook.com/61554694872000/posts/122223004142156495,Bangla
2015.0,"#2015
প্রিয়তম 

আমার পথে তোমার ছায়া
পড়লে আড়াল করে
থমকে সে যাবে জীবন গতি
সে কি তোমার অজানা?
 
আমি চাইনা কখনো আমাদের যোগাযোগ হোক, না হোক দেখা। না একমাস পর, আর না একবছর। তুমি যখন এসে ক্ষমা চাও, এক মুহূর্তে আমার পৃথিবী থমকে যায়। তোমার দেয়া পূর্বের সকল দুঃখ ভুলে যাই। নিজেকে এতটা অসহায় এর আগে কখনও মনে হয়নি। কেন প্রতিবার তুমি কাছে এলেই মনের সকল ঢাল, আত্মসম্মানবোধ ও সজ্ঞান বিসর্জন দিয়ে ফেলি?

 নিজেকে তুচ্ছ মনে হয়। আরও বেশি দুঃখ হয় যখন দেখি তোমার মাঝে কোনো অনুশোচনা নেই কিংবা আমাদের মাঝে থাকা ভুল বোঝাবুঝি ঠিক করার আগ্রহ। প্রতিবার এসে চাও পরক্ষণেই আমার স্বাভাবিক জীবন তোমার ইচ্ছামতো সাজানোর। কি কি করলাম, কষ্ট পেলাম কিনা, কোন বন্ধুর সাথে কথা, কি এত কথা এইসব জেরা কর। তুমি চাও, যতই আমাকে অবহেলা করো, ছেড়ে যাও, আমি তবুও তোমার অপেক্ষায় থাকি? এই অপেক্ষায় যে তুমি হয়তো কোনদিন আমার মূল্য বুঝবে। 

আমার পক্ষে আর সম্ভব না। জানিনা আমায় সত্যি ভালোবাসো কিনা কিংবা আদৌ বাসতে কিনা, তবে ভালোবেসে থাকলেও আমি যেমনটা চাই হয়তো তেমন ভাবে তুমি কখনও ভালবাসতে পারবে না।
আমি আর চাইও না। আমার শুধু মানসিক শান্তি দরকার একটু। আমি আর পারবো না নিজেকে অন্য একজন মানুষে রূপান্তরিত করতে শুধু তুমি খুশি থাকবে তাই। আমার পরিবার, বন্ধু সবার সাথে দূরত্ব বজায় রাখতে, শুধু তোমাকে জীবনে রাখতে চাই তাই। তুমি আমাকে ক্ষমা করো। আমি অনেক চেয়েছি কিন্তু ক্লান্ত। আমি নিজেকে হারিয়ে ফেলেছি। ব্যক্তিত্বসম্পন্নহীন এক কীট মনে হয় নিজেকে। কারো সম্মুখীন হতে পারি না এই ভেবে, যে যার জন্য সবাইকে দূরে সরিয়ে দিলাম, সে এক গ্লাস পানির বিপরীতেও আমায় বেছে নিবে না। 

তোমায় আমি অনেক ভালবেসেছি। কোন শর্ত, প্রত্যাশা বা ভাবনা ছাড়া। ভালোবাসতে ভালো লাগতো তাই। তুমি শুধু তুমি বলে তাই। তোমার জন্য নেয়া প্রতিটা পদক্ষেপ আমার জন্য বিশাল বড় ত্যাগ ছিলো। তবুও চেয়েছি শুধু তুমি পাশে থেকো। যদি আমায় বুঝতে, তবে আমাদের গল্পটা কত সুন্দর হতে পারতো। 

যাই হোক, তোমায় আমি ক্ষমা করে দিলাম। আল্লাহ তোমায় ভালো রাখুক। শুধু আমার জীবনে আর এসো না। 

ইতি 
~anonymous","প্রিয়তম   আমার পথে তোমার ছায়া পড়লে আড়াল করে থমকে সে যাবে জীবন গতি সে কি তোমার অজানা?   আমি চাইনা কখনো আমাদের যোগাযোগ হোক, না হোক দেখা। না একমাস পর, আর না একবছর। তুমি যখন এসে ক্ষমা চাও, এক মুহূর্তে আমার পৃথিবী থমকে যায়। তোমার দেয়া পূর্বের সকল দুঃখ ভুলে যাই। নিজেকে এতটা অসহায় এর আগে কখনও মনে হয়নি। কেন প্রতিবার তুমি কাছে এলেই মনের সকল ঢাল, আত্মসম্মানবোধ ও সজ্ঞান বিসর্জন দিয়ে ফেলি?   নিজেকে তুচ্ছ মনে হয়। আরও বেশি দুঃখ হয় যখন দেখি তোমার মাঝে কোনো অনুশোচনা নেই কিংবা আমাদের মাঝে থাকা ভুল বোঝাবুঝি ঠিক করার আগ্রহ। প্রতিবার এসে চাও পরক্ষণেই আমার স্বাভাবিক জীবন তোমার ইচ্ছামতো সাজানোর। কি কি করলাম, কষ্ট পেলাম কিনা, কোন বন্ধুর সাথে কথা, কি এত কথা এইসব জেরা কর। তুমি চাও, যতই আমাকে অবহেলা করো, ছেড়ে যাও, আমি তবুও তোমার অপেক্ষায় থাকি? এই অপেক্ষায় যে তুমি হয়তো কোনদিন আমার মূল্য বুঝবে।   আমার পক্ষে আর সম্ভব না। জানিনা আমায় সত্যি ভালোবাসো কিনা কিংবা আদৌ বাসতে কিনা, তবে ভালোবেসে থাকলেও আমি যেমনটা চাই হয়তো তেমন ভাবে তুমি কখনও ভালবাসতে পারবে না। আমি আর চাইও না। আমার শুধু মানসিক শান্তি দরকার একটু। আমি আর পারবো না নিজেকে অন্য একজন মানুষে রূপান্তরিত করতে শুধু তুমি খুশি থাকবে তাই। আমার পরিবার, বন্ধু সবার সাথে দূরত্ব বজায় রাখতে, শুধু তোমাকে জীবনে রাখতে চাই তাই। তুমি আমাকে ক্ষমা করো। আমি অনেক চেয়েছি কিন্তু ক্লান্ত। আমি নিজেকে হারিয়ে ফেলেছি। ব্যক্তিত্বসম্পন্নহীন এক কীট মনে হয় নিজেকে। কারো সম্মুখীন হতে পারি না এই ভেবে, যে যার জন্য সবাইকে দূরে সরিয়ে দিলাম, সে এক গ্লাস পানির বিপরীতেও আমায় বেছে নিবে না।   তোমায় আমি অনেক ভালবেসেছি। কোন শর্ত, প্রত্যাশা বা ভাবনা ছাড়া। ভালোবাসতে ভালো লাগতো তাই। তুমি শুধু তুমি বলে তাই। তোমার জন্য নেয়া প্রতিটা পদক্ষেপ আমার জন্য বিশাল বড় ত্যাগ ছিলো। তবুও চেয়েছি শুধু তুমি পাশে থেকো। যদি আমায় বুঝতে, তবে আমাদের গল্পটা কত সুন্দর হতে পারতো।   যাই হোক, তোমায় আমি ক্ষমা করে দিলাম। আল্লাহ তোমায় ভালো রাখুক। শুধু আমার জীবনে আর এসো না।   ইতি ",19,8.0,anonymous,2025-04-15 15:38:53,https://www.facebook.com/61554694872000/posts/122221374122156495,Bangla
2012.0,"#2012
রূপসীর ব্যাকএন্ড থেকে ফ্রন্টেন্ডে আমিই ছিলাম ফুল স্ট্যাক, কিন্তু দিন শেষে সে বের হলো ওপেন সোর্স। বাধ্য হলাম আমার লোকালহোস্ট থেকে তাকে বের করে দিতে।

~Someone from CSE-23","রূপসীর ব্যাকএন্ড থেকে ফ্রন্টেন্ডে আমিই ছিলাম ফুল স্ট্যাক, কিন্তু দিন শেষে সে বের হলো ওপেন সোর্স। বাধ্য হলাম আমার লোকালহোস্ট থেকে তাকে বের করে দিতে। ",84,25.0,Someone from CSE-23,2025-04-15 15:36:55,https://www.facebook.com/61554694872000/posts/122221373162156495,Bangla
2005.0,"#2005
আমি সত্যিই জানতে চাই,
এদেশের মানুষের সংস্কৃতি আসলে কি?
এদের নিকট কালচার মানে কি?
আর কালচারাল প্রোগ্রামের অর্থ কি শুধুই নাচ,গান, কবিতা-আবৃতি আর হাতি ঘোড়া বানানো?
আর কিচ্ছু না?
please share your thoughts what you know/think about culture of Bangladesh.

~anonymous","আমি সত্যিই জানতে চাই, এদেশের মানুষের সংস্কৃতি আসলে কি? এদের নিকট কালচার মানে কি? আর কালচারাল প্রোগ্রামের অর্থ কি শুধুই নাচ,গান, কবিতা-আবৃতি আর হাতি ঘোড়া বানানো? আর কিচ্ছু না? please share your thoughts what you know/think about culture of Bangladesh. ",16,5.0,anonymous,2025-04-14 15:02:40,https://www.facebook.com/61554694872000/posts/122221094138156495,Bangla
,"এই ব্যানার আমরা বানাই গত বছর আগস্টের দুই তারিখ এই ভেবে যে এখন বোধয় এই স্বাধীন দেশে আমরা নতুনভাবে আমাদের ক্যাম্পাসকে গড়ে তুলতে পারবো। এই ফ্যাসিবাদী সময়ের আগ্রাসন থেকে বেঁচে ফিরে আমরা আমাদের নতুন গল্প লিখতে পারবো। কিন্তু এই ঘটনার অবসান ঘটে গত ১৮ই ফেব্রুয়ারি,২০২৫ যখন আমাদের প্রশাসন তাদের অবস্থানের প্রমাণ দেয় (সেই বর্ণনায় আমরা আর যাচ্ছিনা)। এরপর দুই মাস পেরিয়ে গেছে। তাদের সব সিদ্ধান্ত আর কার্যকলাপ দেখলে খুব পরিষ্কার বোঝা যায়, সত্য আর ন্যায়ের পাশে তারা আদৌ আছে নাকি নেই।
এই দুই মাসে তারা বিচার তো দূরের কথা, বরং উল্টো গতকাল এই চলমান পরিস্থিতিকে এবং আমাদের ন্যায়ের আন্দোলনকে আরও বিভ্রান্তিকর করার উদ্দেশ্যে কুয়েটের ২২ জন শিক্ষার্থীর নাম উল্লেখ করে এবং অজ্ঞাত ১৫-২০ জন শিক্ষার্থীর বিরুদ্ধে মামলা দায়ের করা হয়। আমরা এর ঘোর বিরোধিতা পোষণ করছি এবং ন্যায়বিচারের দাবিতে আমাদের স্পষ্ট বিবৃতি জানাচ্ছি। 
জুলাইয়ে যেমন জীবনের ঝুঁকি নিয়ে নিজের স্বাধীনতার দাবিতে দাঁড়াতে আমরা দ্বিধা বোধ করিনি, দ্বিতীয়বারও করবোনা। ক্যাম্পাসের নিরস্ত্র শিক্ষার্থীদের উপর হামলা করে আবার তাদের নামে মিথ্যা মামলা দিয়ে তাদেরকে হামলাকারী বলার দুঃসাহস করা সন্ত্রাসীদের শাস্তি না হওয়া পর্যন্ত আমাদের লড়াই। এই দুনিয়ায় না হোক, পরের দুনিয়ায়। কিউকি সাব কুছ ইয়াড রাখা জায়েগা। ইনকিলাব জিন্দাবাদ।

#রক্তাক্তকুয়েট 
#আমরা_সবাই_২২জন","এই ব্যানার আমরা বানাই গত বছর আগস্টের দুই তারিখ এই ভেবে যে এখন বোধয় এই স্বাধীন দেশে আমরা নতুনভাবে আমাদের ক্যাম্পাসকে গড়ে তুলতে পারবো। এই ফ্যাসিবাদী সময়ের আগ্রাসন থেকে বেঁচে ফিরে আমরা আমাদের নতুন গল্প লিখতে পারবো। কিন্তু এই ঘটনার অবসান ঘটে গত ১৮ই ফেব্রুয়ারি,২০২৫ যখন আমাদের প্রশাসন তাদের অবস্থানের প্রমাণ দেয় (সেই বর্ণনায় আমরা আর যাচ্ছিনা)। এরপর দুই মাস পেরিয়ে গেছে। তাদের সব সিদ্ধান্ত আর কার্যকলাপ দেখলে খুব পরিষ্কার বোঝা যায়, সত্য আর ন্যায়ের পাশে তারা আদৌ আছে নাকি নেই। এই দুই মাসে তারা বিচার তো দূরের কথা, বরং উল্টো গতকাল এই চলমান পরিস্থিতিকে এবং আমাদের ন্যায়ের আন্দোলনকে আরও বিভ্রান্তিকর করার উদ্দেশ্যে কুয়েটের ২২ জন শিক্ষার্থীর নাম উল্লেখ করে এবং অজ্ঞাত ১৫-২০ জন শিক্ষার্থীর বিরুদ্ধে মামলা দায়ের করা হয়। আমরা এর ঘোর বিরোধিতা পোষণ করছি এবং ন্যায়বিচারের দাবিতে আমাদের স্পষ্ট বিবৃতি জানাচ্ছি।  জুলাইয়ে যেমন জীবনের ঝুঁকি নিয়ে নিজের স্বাধীনতার দাবিতে দাঁড়াতে আমরা দ্বিধা বোধ করিনি, দ্বিতীয়বারও করবোনা। ক্যাম্পাসের নিরস্ত্র শিক্ষার্থীদের উপর হামলা করে আবার তাদের নামে মিথ্যা মামলা দিয়ে তাদেরকে হামলাকারী বলার দুঃসাহস করা সন্ত্রাসীদের শাস্তি না হওয়া পর্যন্ত আমাদের লড়াই। এই দুনিয়ায় না হোক, পরের দুনিয়ায়। কিউকি সাব কুছ ইয়াড রাখা জায়েগা। ইনকিলাব জিন্দাবাদ।  #রক্তাক্তকুয়েট  #আমরা_সবাই_২২জন",56,3.0,,2025-04-12 20:32:22,https://www.facebook.com/61554694872000/posts/122220680474156495,Bangla
1997.0,"#1997
""আমার নামে ফেসবুকে কিছু লিখবা না। আমার কিন্তু আইডি নেই।""

~ Someone from Ompa Lompa Desert","""আমার নামে ফেসবুকে কিছু লিখবা না। আমার কিন্তু আইডি নেই।"" ",42,0.0,Someone from Ompa Lompa Desert,2025-04-11 07:58:37,https://www.facebook.com/61554694872000/posts/122220298214156495,Bangla
1994.0,"#1994
সারজিসের যেমন ইউনুসকে নির্বাচিত সরকারের প্রধানমন্ত্রী হিসেবে দেখার স্বপ্ন  সারাজীবন থেকে যাবে ঠিক তেমনি আমার ডিপার্টমেন্টের একজনকে পাওয়ার স্বপ্ন  আমার একজীবন ব্যাপী থেকে যাবে! 

~anonymous(EEE'22)",সারজিসের যেমন ইউনুসকে নির্বাচিত সরকারের প্রধানমন্ত্রী হিসেবে দেখার স্বপ্ন  সারাজীবন থেকে যাবে ঠিক তেমনি আমার ডিপার্টমেন্টের একজনকে পাওয়ার স্বপ্ন  আমার একজীবন ব্যাপী থেকে যাবে!  ,133,3.0,anonymous(EEE'22),2025-04-11 07:56:21,https://www.facebook.com/61554694872000/posts/122220298010156495,Bangla
1992.0,"#1992
এইযে কতদিন ধরে একটা ক্যাম্পাস অফ কারো কোনো মাথা ব্যাথা নাই,কতগুলো ছেলেমেয়ের ৪ বছরের যায়গায় ৬ বছর চলে যাচ্ছে তাও কারো মাথা ব্যাথা নেই,এই যে কারো মাথা ব্যাথা কেন নেই জানেন?  কারন কুয়েটিনরা সাধারণ মানুষের কথা ভেবে শান্তি পূর্ণ আন্দোলন করেছিলো।রাস্তা অবরোধ করে নি মানুষকে ভোগান্তিতে ফেলেনি।এই দেশে আঙুল বাঁকা না করলে কিছু পাওয়া যায় নাহ।কুয়েটিয়ানরা তাদের প্রাণের ১১৭ একরে ফিরতে চায়

~বস্ত্র প্রকৌশল ২৩","এইযে কতদিন ধরে একটা ক্যাম্পাস অফ কারো কোনো মাথা ব্যাথা নাই,কতগুলো ছেলেমেয়ের ৪ বছরের যায়গায় ৬ বছর চলে যাচ্ছে তাও কারো মাথা ব্যাথা নেই,এই যে কারো মাথা ব্যাথা কেন নেই জানেন?  কারন কুয়েটিনরা সাধারণ মানুষের কথা ভেবে শান্তি পূর্ণ আন্দোলন করেছিলো।রাস্তা অবরোধ করে নি মানুষকে ভোগান্তিতে ফেলেনি।এই দেশে আঙুল বাঁকা না করলে কিছু পাওয়া যায় নাহ।কুয়েটিয়ানরা তাদের প্রাণের ১১৭ একরে ফিরতে চায় ",92,0.0,বস্ত্র প্রকৌশল ২৩,2025-04-11 07:55:17,https://www.facebook.com/61554694872000/posts/122220297728156495,Bangla
1989.0,"#1989
So? Gaza is no more? কিছুই করা গেলো না। কেউ কিছু করলোও না। 

~anonymous",So? Gaza is no more? কিছুই করা গেলো না। কেউ কিছু করলোও না।  ,102,4.0,anonymous,2025-04-06 13:19:17,https://www.facebook.com/61554694872000/posts/122219224424156495,Bangla
1985.0,"#1985
এক ডিপ্লোমা আজকে বলতেসে সব সেমিস্টারে সিজি 3.8+ রাখতে,কি যে দিন দেখতে হইতেসে 
~~

~anonymous","এক ডিপ্লোমা আজকে বলতেসে সব সেমিস্টারে সিজি 3.8+ রাখতে,কি যে দিন দেখতে হইতেসে  ~~ ",58,0.0,anonymous,2025-04-06 13:17:05,https://www.facebook.com/61554694872000/posts/122219223830156495,Bangla
